Time,T00,M10,T10,M20,T20,M30,T30,M40,T40
1,5.3125,26.51,8.8125,21.72,10.375,21.19,11.625,24.76,12.3125
2,5,26.46,8.5625,21.71,10.3125,21.18,11.5625,24.74,12.25
3,5.4375,26.41,8.5625,21.73,10.1875,21.19,11.5,24.74,12.25
4,5.8125,26.39,8.5,21.74,10.1875,21.2,11.4375,24.75,12.25
5,5.6875,26.34,8.5,21.75,10.0625,21.21,11.4375,24.75,12.1875
6,5.5625,26.3,8.4375,21.76,10,21.2,11.3125,24.73,12.125
7,5.6875,26.28,8.375,21.76,10,21.2,11.3125,24.72,12.125
8,5.5625,26.25,8.3125,21.77,9.9375,21.21,11.1875,24.72,12.0625
9,6.6875,26.23,8.375,21.79,9.875,21.22,11.1875,24.72,12
10,8.3125,26.23,8.5625,21.82,9.875,21.23,11.125,24.73,12
11,9.625,26.22,8.9375,21.86,9.875,21.26,11.125,24.79,11.9375
12,11.25,26.22,9.3125,21.87,9.9375,21.27,11.0625,24.79,11.9375
13,12.3125,26.2,9.75,21.89,10.0625,21.27,11.0625,24.78,11.875
14,13.5625,26.17,10.1875,21.92,10.1875,21.27,11.0625,24.78,11.875
15,14.3125,26.14,10.625,21.95,10.375,21.28,11.125,24.77,11.8125
16,14.25,26.11,11.0625,21.98,10.5625,21.28,11.1875,24.78,11.8125
17,13.5625,26.08,11.375,22.01,10.8125,21.29,11.25,24.82,11.8125
18,11.25,26.02,11.3125,22.05,11,21.32,11.3125,24.84,11.8125
19,9.6875,25.94,11.125,22.06,11.125,21.34,11.375,24.84,11.875
20,8.9375,25.88,10.875,22.06,11.125,21.35,11.5,24.85,11.875
21,8.5,25.83,10.625,22.06,11.125,21.35,11.5625,24.85,11.9375
22,8.1875,25.77,10.4375,22.06,11.125,21.36,11.5625,24.86,12
23,7.8125,25.73,10.25,22.06,11.0625,21.36,11.625,24.86,12
24,7.6875,25.7,10.125,22.07,11,21.37,11.625,24.86,12
25,7.375,25.67,10,22.06,10.9375,21.37,11.625,24.85,12.0625
26,7.25,25.65,9.8125,22.07,10.875,21.37,11.625,24.85,12.0625
27,7.125,25.62,9.6875,22.06,10.8125,21.36,11.625,24.83,12.0625
28,6.875,25.59,9.5625,22.07,10.75,21.36,11.5625,24.82,12.0625
29,6.8125,25.58,9.4375,22.07,10.6875,21.36,11.5625,24.82,12.0625
30,6.5625,25.56,9.3125,22.08,10.625,21.36,11.5,24.82,12.0625
31,6.6875,25.53,9.25,22.08,10.5625,21.36,11.5,24.81,12.0625
32,6.125,25.5,9.125,22.09,10.4375,21.36,11.4375,24.8,12
33,7.4375,25.48,9.125,22.09,10.4375,21.36,11.4375,24.79,12.0625
34,8.9375,25.5,9.25,22.11,10.375,21.37,11.375,24.8,12
35,11.5625,25.5,9.625,22.14,10.375,21.39,11.375,24.83,11.9375
36,12.75,25.42,10.0625,22.14,10.4375,21.38,11.3125,24.82,11.9375
37,13.3125,25.33,10.375,22.14,10.5,21.39,11.3125,24.82,11.9375
38,13.625,25.25,10.5625,22.15,10.625,21.38,11.3125,24.82,11.9375
39,14.6875,25.17,10.9375,22.16,10.75,21.38,11.375,24.83,11.875
40,14.1875,25.12,11.25,22.17,10.9375,21.39,11.375,24.83,11.875
41,13.3125,25.07,11.4375,22.2,11.0625,21.41,11.4375,24.85,11.875
42,11.9375,25,11.5,22.21,11.1875,21.41,11.5,24.86,11.9375
43,10.75,24.94,11.375,22.22,11.3125,21.42,11.5625,24.87,11.9375
44,9.9375,24.9,11.1875,22.22,11.375,21.43,11.6875,24.88,11.9375
45,9.5,24.84,11.0625,22.22,11.375,21.44,11.6875,24.88,12
46,9.6875,24.8,10.9375,22.23,11.375,21.45,11.75,24.88,12
47,9.6875,24.78,10.875,22.23,11.375,21.45,11.75,24.88,12.0625
48,9.6875,24.77,10.8125,22.23,11.375,21.45,11.8125,24.88,12.0625
49,9.5625,24.75,10.75,22.24,11.3125,21.45,11.8125,24.88,12.125
50,9.3125,24.72,10.6875,22.25,11.3125,21.47,11.8125,24.88,12.125
51,9.125,24.79,10.625,22.24,11.3125,21.45,11.8125,24.84,12.1875
52,9.0625,24.89,10.5625,22.24,11.25,21.46,11.875,24.85,12.1875
53,9.0625,24.94,10.5,22.24,11.25,21.46,11.8125,24.85,12.1875
54,9.0625,24.97,10.4375,22.26,11.1875,21.47,11.8125,24.85,12.1875
55,9.0625,24.98,10.4375,22.26,11.1875,21.47,11.8125,24.84,12.1875
56,9.3125,24.99,10.4375,22.27,11.125,21.47,11.8125,24.84,12.1875
57,9.8125,25.01,10.4375,22.28,11.125,21.48,11.8125,24.84,12.1875
58,10.5,25.03,10.5625,22.3,11.1875,21.49,11.8125,24.85,12.1875
59,10.8125,25.03,10.75,22.32,11.1875,21.5,11.8125,24.88,12.1875
60,11.375,25.02,10.875,22.34,11.1875,21.51,11.75,24.88,12.1875
61,11.8125,24.99,11.0625,22.35,11.25,21.52,11.75,24.88,12.1875
62,12.3125,24.95,11.25,22.36,11.3125,21.52,11.8125,24.88,12.1875
63,12.5625,24.93,11.4375,22.38,11.4375,21.52,11.8125,24.88,12.1875
64,11.75,24.89,11.5625,22.41,11.5,21.53,11.875,24.89,12.1875
65,10.3125,24.84,11.4375,22.41,11.5625,21.54,11.9375,24.9,12.25
66,9.5,24.8,11.25,22.42,11.5625,21.56,11.9375,24.9,12.1875
67,8.875,24.75,11,22.41,11.5625,21.55,12,24.9,12.25
68,8.25,24.73,10.75,22.39,11.5625,21.57,12,24.91,12.25
69,7.5625,24.69,10.5625,22.4,11.4375,21.54,12,24.9,12.25
70,7.125,24.68,10.25,22.39,11.375,21.54,12,24.89,12.25
71,6.6875,24.65,10.0625,22.38,11.25,21.53,11.9375,24.87,12.3125
72,6.5,24.63,9.8125,22.38,11.125,21.52,11.9375,24.87,12.25
73,6.1875,24.61,9.625,22.37,11,21.51,11.875,24.84,12.3125
74,6.125,24.59,9.5,22.37,10.9375,21.51,11.8125,24.83,12.25
75,7,24.59,9.5,22.38,10.8125,21.51,11.8125,24.84,12.25
76,6.5625,24.59,9.375,22.39,10.75,21.51,11.75,24.84,12.25
77,6,24.56,9.3125,22.39,10.6875,21.51,11.6875,24.84,12.1875
78,5.9375,24.55,9.0625,22.39,10.5625,21.52,11.5625,24.83,12.125
79,5.75,24.54,8.9375,22.38,10.5,21.49,11.5625,24.82,12.125
80,6.5625,24.52,8.9375,22.39,10.4375,21.5,11.5,24.82,12.0625
81,8.4375,24.53,9.0625,22.41,10.375,21.51,11.4375,24.81,12.0625
82,10.5,24.55,9.375,22.43,10.3125,21.52,11.375,24.82,12.0625
83,12,24.5,9.875,22.44,10.375,21.53,11.375,24.83,12
84,12.8125,24.45,10.25,22.45,10.5,21.53,11.375,24.84,11.9375
85,13,24.42,10.5625,22.46,10.625,21.53,11.3125,24.84,11.9375
86,14.25,24.38,10.9375,22.47,10.75,21.53,11.375,24.83,11.9375
87,14.25,24.33,11.3125,22.49,10.9375,21.55,11.375,24.84,11.875
88,13.0625,24.3,11.5,22.51,11.0625,21.56,11.4375,24.86,11.875
89,10.875,24.23,11.4375,22.52,11.25,21.58,11.5,24.88,11.9375
90,9.125,24.17,11.125,22.52,11.3125,21.59,11.5625,24.89,11.9375
91,8,24.09,10.8125,22.51,11.3125,21.6,11.625,24.9,11.9375
92,7.6875,24.06,10.5,22.5,11.25,21.59,11.6875,24.89,12
93,7.3125,24.03,10.25,22.49,11.1875,21.59,11.6875,24.89,12
94,7.0625,24.01,10.0625,22.48,11.125,21.59,11.6875,24.89,12
95,6.5625,23.98,9.8125,22.48,11,21.57,11.6875,24.87,12.0625
96,6.4375,23.95,9.625,22.48,10.875,21.57,11.625,24.86,12
97,6.3125,23.94,9.4375,22.47,10.8125,21.56,11.625,24.86,12
98,6.25,23.92,9.375,22.47,10.6875,21.56,11.625,24.86,12
99,5.9375,23.92,9.1875,22.47,10.625,21.56,11.5625,24.85,12
100,5.875,23.9,9.0625,22.47,10.5,21.55,11.5,24.83,12
101,5.8125,23.88,8.9375,22.47,10.4375,21.54,11.4375,24.83,12
102,5.5625,23.87,8.8125,22.48,10.3125,21.54,11.375,24.83,11.9375
103,5.3125,23.86,8.625,22.47,10.1875,21.53,11.3125,24.82,11.875
104,6.125,23.84,8.625,22.46,10.1875,21.54,11.25,24.81,11.875
105,7.875,23.85,8.8125,22.48,10.125,21.54,11.25,24.81,11.875
106,9.9375,23.86,9.125,22.5,10.0625,21.55,11.1875,24.81,11.8125
107,11.4375,23.85,9.5,22.52,10.125,21.57,11.125,24.82,11.75
108,12.75,23.8,9.9375,22.53,10.1875,21.57,11.0625,24.82,11.75
109,13.8125,23.75,10.4375,22.54,10.3125,21.56,11.125,24.81,11.75
110,14.0625,23.7,10.8125,22.54,10.5,21.57,11.125,24.83,11.6875
111,13.6875,23.65,11.125,22.55,10.6875,21.58,11.125,24.84,11.6875
112,12.6875,23.6,11.25,22.57,10.8125,21.59,11.25,24.85,11.6875
113,10.3125,23.53,11.125,22.57,10.9375,21.59,11.3125,24.87,11.6875
114,9.0625,23.48,10.8125,22.57,11,21.61,11.375,24.88,11.6875
115,8.375,23.45,10.5625,22.56,11.0625,21.61,11.4375,24.88,11.75
116,7.9375,23.41,10.375,22.56,11,21.62,11.4375,24.89,11.75
117,7.6875,23.38,10.1875,22.55,11,21.62,11.5,24.89,11.75
118,7.4375,23.35,10,22.55,10.875,21.62,11.5,24.88,11.8125
119,7.9375,23.34,9.9375,22.54,10.875,21.62,11.5,24.88,11.8125
120,7.4375,23.32,9.8125,22.55,10.8125,21.62,11.5,24.88,11.8125
121,7.0625,23.3,9.6875,22.54,10.75,21.62,11.4375,24.87,11.8125
122,6.6875,23.27,9.5,22.53,10.625,21.61,11.4375,24.87,11.8125
123,6.5,23.26,9.375,22.52,10.5625,21.61,11.375,24.87,11.8125
124,6.5,23.24,9.25,22.53,10.5,21.61,11.375,24.87,11.8125
125,6.25,23.23,9.125,22.52,10.4375,21.61,11.3125,24.86,11.8125
126,6.125,23.22,9,22.52,10.375,21.59,11.25,24.85,11.75
127,5.9375,23.21,8.875,22.51,10.25,21.58,11.25,24.82,11.75
128,6.4375,23.2,8.8125,22.51,10.1875,21.58,11.1875,24.82,11.75
129,8.625,23.21,9,22.53,10.125,21.59,11.125,24.82,11.6875
130,10.875,23.22,9.3125,22.53,10.125,21.6,11.125,24.83,11.6875
131,12.3125,23.17,9.8125,22.54,10.1875,21.6,11.0625,24.83,11.6875
132,13.625,23.11,10.1875,22.54,10.3125,21.6,11.0625,24.83,11.625
133,13.5625,23.06,10.5625,22.54,10.4375,21.6,11.0625,24.84,11.625
134,13.8125,23,10.8125,22.55,10.5625,21.6,11.0625,24.84,11.625
135,14,22.96,11.0625,22.55,10.6875,21.61,11.125,24.85,11.5625
136,12.8125,22.91,11.25,22.56,10.875,21.61,11.1875,24.86,11.5625
137,11,22.85,11.1875,22.56,11,21.62,11.25,24.87,11.625
138,9.875,22.81,11,22.57,11.0625,21.63,11.3125,24.88,11.625
139,9.1875,22.77,10.8125,22.56,11.0625,21.64,11.375,24.89,11.625
140,8.8125,22.74,10.625,22.55,11.0625,21.64,11.4375,24.89,11.6875
141,9.125,22.72,10.5,22.54,11.0625,21.65,11.4375,24.89,11.6875
142,9.3125,22.7,10.4375,22.54,11.0625,21.65,11.4375,24.89,11.6875
143,9.1875,22.68,10.4375,22.54,11,21.65,11.5,24.89,11.75
144,9.375,22.66,10.375,22.54,11,21.65,11.5,24.89,11.75
145,9.75,22.64,10.375,22.54,11,21.65,11.5,24.89,11.75
